parent_account_c,net_desks_closedwon,date
0010G00002GeIaoQAF,0.0,2018-08-30
0010G00002I7PWsQAN,8.0,2018-08-29
0010G00002CDdCsQAL,0.0,2018-08-13
0010G00002CDz3IQAT,8.0,2018-08-31
0010G00002J9v1gQAB,8.0,2018-08-21
0010G00002JAvr5QAD,1.0,2018-08-07
0010G00002CDZdkQAH,0.0,2018-08-20
0010G00002JAoP9QAL,1.0,2018-08-16
0010G00002Jcj4dQAB,1.0,2018-08-31
0010G00002CDnXSQA1,10.0,2018-08-10
0010G00002CDcBNQA1,10.0,2018-08-29
0010G00002JCrtWQAT,1.0,2018-08-27
0010G00002CDiSLQA1,0.0,2018-08-25
0010G00002GCjNpQAL,0.0,2018-08-15
0010G00002CDZKSQA5,4.0,2018-08-31
0010G00002CEF8FQAX,0.0,2018-08-31
0010G00002CDaW1QAL,3.0,2018-08-23
0010G00002JCHWNQA5,12.0,2018-08-31
0010G00002I7q9xQAB,1.0,2018-08-02
0010G00002JCcmZQAT,48.0,2018-08-21
0010G00002JCIcFQAX,2.0,2018-08-20
0010G00002Ge7w1QAB,0.0,2018-08-03
0010G00002HQxP5QAL,4.0,2018-08-14
0010G00002J9P39QAF,4.0,2018-08-11
0010G00002J9sbAQAR,1.0,2018-08-03
0010G00002I7rPIQAZ,7.0,2018-08-10
0010G00002CDZHlQAP,7.0,2018-08-21
0010G00002CEJi6QAH,0.0,2018-08-06
0010G00002J9bycQAB,2.0,2018-08-27
0010G00002CDaPaQAL,3.0,2018-08-31
0010G00002JcYGRQA3,1.0,2018-08-28
0010G00002CDpbDQAT,0.0,2018-08-29
0010G00002CE1VzQAL,132.0,2018-08-31
0010G00002JAJaEQAX,2.0,2018-08-10
0010G00002CDbExQAL,0.0,2018-08-30
0010G00002CEHo1QAH,2.0,2018-08-31
0010G00002CDeRyQAL,7.0,2018-08-06
0010G00002J91sBQAR,1.0,2018-08-07
0010G00002GCj7eQAD,1.0,2018-08-07
0010G00002CEJdqQAH,90.0,2018-08-03
0010G00002CEEm7QAH,0.0,2018-08-06
0010G00002CEF2KQAX,0.0,2018-08-23
0010G00002I7qBuQAJ,6.0,2018-08-01
0010G00002JAjhwQAD,9.0,2018-08-30
0010G00002JCBWwQAP,1.0,2018-08-14
0010G00002J91cPQAR,1.0,2018-08-23
0010G00002J9EAtQAN,3.0,2018-08-17
0010G00002I7qIPQAZ,4.0,2018-08-09
0010G00002JAeXTQA1,1.0,2018-08-22
0010G00002JCcmtQAD,2.0,2018-08-21
0010G00002CE62VQAT,6.0,2018-08-17
0010G00002CE2eBQAT,0.0,2018-08-17
0010G00002JAVQ0QAP,2.0,2018-08-20
0010G00002J9CC2QAN,12.0,2018-08-30
0010G00002CDkiRQAT,6.0,2018-08-06
0010G00002CE635QAD,24.0,2018-08-30
0010G00002JcXx0QAF,2.0,2018-08-28
0010G00002CDwCOQA1,6.0,2018-08-10
0010G00002J9OgbQAF,2.0,2018-08-10
0010G00002GCikQQAT,1.0,2018-08-21
0010G00002JBjr8QAD,4.0,2018-08-08
0010G00002J9rUKQAZ,1.0,2018-08-06
0010G00002I7q9IQAR,2.0,2018-08-02
0010G00002GCj9vQAD,2.0,2018-08-10
0010G00002Jca6RQAR,7.0,2018-08-31
0010G00002CE3tlQAD,10.0,2018-08-22
0010G00002CE7O7QAL,16.0,2018-08-09
0010G00002I7qGmQAJ,1.0,2018-08-01
0010G00002JBp22QAD,4.0,2018-08-10
0010G00002JBjubQAD,3.0,2018-08-08
0010G00002JAEX1QAP,1.0,2018-08-19
0010G00002CEJduQAH,0.0,2018-08-03
0010G00002CE6ybQAD,0.0,2018-08-13
0010G00002I7qHQQAZ,2.0,2018-08-02
0010G00002CDzjVQAT,0.0,2018-08-03
0010G00002FyGdYQAV,1.0,2018-08-17
0010G00002JBvx7QAD,3.0,2018-08-10
0010G00002CDjsOQAT,7.0,2018-08-01
0010G00002CDqEdQAL,0.0,2018-08-01
0010G00002CDclYQAT,3.0,2018-08-01
0010G00002CEGzNQAX,752.0,2018-08-21
0010G00002CDckkQAD,0.0,2018-08-28
0010G00002JBmVoQAL,2.0,2018-08-13
0010G00002J91h5QAB,22.0,2018-08-07
0010G00002JCS5mQAH,1.0,2018-08-17
0010G00002JCqTYQA1,1.0,2018-08-23
0010G00002JcWYdQAN,1.0,2018-08-29
0010G00002JAx29QAD,2.0,2018-08-08
0010G00002J97oZQAR,2.0,2018-08-30
0010G00002JCG5QQAX,4.0,2018-08-15
0010G00002JcYFsQAN,4.0,2018-08-30
0010G00002HnNHlQAN,20.0,2018-08-03
0010G00002JAvrUQAT,1.0,2018-08-14
0010G00002JAsRyQAL,1.0,2018-08-17
0010G00002JcZbkQAF,6.0,2018-08-29
0010G00002I7QkaQAF,2.0,2018-08-13
0010G00002J96lHQAR,21.0,2018-08-14
0010G00002CDgyWQAT,18.0,2018-08-08
0010G00002JC8oaQAD,0.0,2018-08-15
0010G00002CDehsQAD,6.0,2018-08-20
0010G00002CDZPcQAP,20.0,2018-08-24
0010G00002CE5AfQAL,0.0,2018-08-15
0010G00002JceR5QAJ,1.0,2018-08-28
0010G00002CDypxQAD,24.0,2018-08-14
0010G00002GEH1HQAX,17.0,2018-08-31
0010G00002CE1HAQA1,10.0,2018-08-16
0010G00002CE4BJQA1,4.0,2018-08-14
0010G00002CEGDyQAP,12.0,2018-08-29
0010G00002JCscOQAT,1.0,2018-08-28
0010G00002JCkgFQAT,7.0,2018-08-31
0010G00002JcjngQAB,1.0,2018-08-31
0010G00002CECywQAH,0.0,2018-08-07
0010G00002I7q5IQAR,14.0,2018-08-03
0010G00002CEBYtQAP,16.0,2018-08-06
0010G00002JBwiRQAT,2.0,2018-08-28
0010G00002CDZWSQA5,286.0,2018-08-21
0010G00002FUFJ3QAP,1.0,2018-08-03
0010G00002JA5HlQAL,4.0,2018-08-22
0010G00002CDZRxQAP,16.0,2018-08-29
0010G00002J9CF6QAN,1.0,2018-08-24
0010G00002GCjRqQAL,2.0,2018-08-09
0010G00002GDtz7QAD,1.0,2018-08-09
0010G00002JApgPQAT,2.0,2018-08-07
0010G00002CE312QAD,2.0,2018-08-01
0010G00002CDz3QQAT,0.0,2018-08-03
0010G00002CDcLHQA1,0.0,2018-08-21
0010G00002I7x0fQAB,6.0,2018-08-10
0010G00002FzU6aQAF,1.0,2018-08-30
0010G00002J9eEwQAJ,3.0,2018-08-13
0010G00002JcZYvQAN,1.0,2018-08-27
0010G00002I7QaDQAV,3.0,2018-08-29
0010G00002I7qAcQAJ,1.0,2018-08-02
0010G00002CDziLQAT,4.0,2018-08-14
0010G00002CDbp1QAD,4.0,2018-08-14
0010G00002Gqk2SQAR,0.0,2018-08-31
0010G00002CE3lyQAD,2.0,2018-08-29
0010G00002JC9ITQA1,3.0,2018-08-16
0010G00002CDp5JQAT,4.0,2018-08-28
0010G00002J9DKMQA3,94.0,2018-08-31
0010G00002J9PtEQAV,1.0,2018-08-08
0010G00002I7qBnQAJ,1.0,2018-08-03
0010G00002CDix0QAD,0.0,2018-08-24
0010G00002CEBYhQAP,72.0,2018-08-13
0010G00002CDczpQAD,35.0,2018-08-24
0010G00002J9H84QAF,14.0,2018-08-10
0010G00002CDd6eQAD,102.0,2018-08-14
0010G00002GCjOMQA1,5.0,2018-08-24
0010G00002CDmAPQA1,126.0,2018-08-22
0010G00002J94zxQAB,2.0,2018-08-07
0010G00002JC7QOQA1,1.0,2018-08-15
0010G00002JCAPVQA5,1.0,2018-08-20
0010G00002JCGMdQAP,1.0,2018-08-22
0010G00002J95ASQAZ,28.0,2018-08-14
0010G00002JcrcYQAR,1.0,2018-08-30
0010G00002I82CPQAZ,12.0,2018-08-05
0010G00002Hq1XoQAJ,2.0,2018-08-30
0010G00002CDfI7QAL,4.0,2018-08-31
0010G00002JAMb4QAH,2.0,2018-08-24
0010G00002I7q6MQAR,1.0,2018-08-03
0010G00002CDmCPQA1,3.0,2018-08-23
0010G00002JcdhsQAB,1.0,2018-08-28
0010G00002HnNreQAF,5.0,2018-08-24
0010G00002J9hSVQAZ,2.0,2018-08-22
0010G00002CE77iQAD,48.0,2018-08-30
0010G00002CEFqyQAH,0.0,2018-08-23
0010G00002CDebAQAT,17.0,2018-08-09
0010G00002JCOFcQAP,1.0,2018-08-22
0010G00002JcUYfQAN,1.0,2018-08-26
0010G00002J9aFQQAZ,1.0,2018-08-14
0010G00002I7QOVQA3,1.0,2018-08-02
0010G00002CEAYcQAP,0.0,2018-08-20
0010G00002I7PaHQAV,2.0,2018-08-09
0010G00002HnPuFQAV,1.0,2018-08-10
,2.0,2018-08-06
0010G00002GCj4VQAT,0.0,2018-08-09
0010G00002JBv4dQAD,21.0,2018-08-30
0010G00002I7Q9XQAV,1.0,2018-08-23
0010G00002JBvkcQAD,6.0,2018-08-29
0010G00002I7qIXQAZ,1.0,2018-08-01
0010G00002J9BGGQA3,16.0,2018-08-21
0010G00002J9mIyQAJ,13.0,2018-08-15
0010G00002CE9LYQA1,0.0,2018-08-24
0010G00002JcYtiQAF,1.0,2018-08-27
0010G00002CDiRCQA1,2.0,2018-08-07
0010G00002CDZb8QAH,0.0,2018-08-31
0010G00002JclaGQAR,4.0,2018-08-29
0010G00002FUFJIQA5,0.0,2018-08-21
0010G00002JCKsYQAX,1.0,2018-08-22
0010G00002JC81oQAD,1.0,2018-08-20
0010G00002JcaXrQAJ,3.0,2018-08-30
0010G00002CDZtgQAH,11.0,2018-08-24
0010G00002FyGlHQAV,2.0,2018-08-20
0010G00002CDbHSQA1,12.0,2018-08-08
0010G00002CE1VtQAL,4.0,2018-08-21
0010G00002CDlcQQAT,4.0,2018-08-27
0010G00002CDr7SQAT,3.0,2018-08-06
0010G00002CE3F6QAL,2.0,2018-08-02
0010G00002I7QeWQAV,9.0,2018-08-28
0010G00002CDeM0QAL,0.0,2018-08-27
0010G00002CEG5TQAX,3.0,2018-08-06
0010G00002CDj2AQAT,8.0,2018-08-09
0010G00002J9YKsQAN,1.0,2018-08-24
0010G00002CDo6oQAD,0.0,2018-08-31
0010G00002JATFtQAP,4.0,2018-08-08
0010G00002CDmASQA1,4.0,2018-08-24
0010G00002CEHBsQAP,10.0,2018-08-23
0010G00002JAFCOQA5,2.0,2018-08-04
0010G00002J937BQAR,1.0,2018-08-16
0010G00002CEIh4QAH,0.0,2018-08-15
0010G00002JcaJfQAJ,5.0,2018-08-31
0010G00002J94u3QAB,14.0,2018-08-24
0010G00002CE9fDQAT,12.0,2018-08-01
0010G00002HnQ1WQAV,0.0,2018-08-30
0010G00002CE504QAD,513.0,2018-08-07
0010G00002GqnIxQAJ,5.0,2018-08-15
0010G00002I7QfOQAV,2.0,2018-08-22
0010G00002I7OekQAF,11.0,2018-08-06
0010G00002JcjiIQAR,1.0,2018-08-29
0010G00002CDzRMQA1,21.0,2018-08-09
0010G00002CDhi2QAD,16.0,2018-08-24
0010G00002CDkn7QAD,10.0,2018-08-15
0010G00002I7Q2eQAF,3.0,2018-08-02
0010G00002CE0cgQAD,0.0,2018-08-01
0010G00002GeRGzQAN,2.0,2018-08-28
0010G00002CDkEaQAL,12.0,2018-08-20
0010G00002HqTobQAF,1.0,2018-08-30
0010G00002FyGuPQAV,0.0,2018-08-31
0010G00002J9eMhQAJ,9.0,2018-08-27
0010G00002CE7LcQAL,0.0,2018-08-31
0010G00002J9ZCqQAN,1.0,2018-08-28
0010G00002JCLsmQAH,1.0,2018-08-22
0010G00002CEH4qQAH,4.0,2018-08-02
0010G00002CDz7yQAD,6.0,2018-08-07
0010G00002JCIWqQAP,1.0,2018-08-17
0010G00002JBjqeQAD,2.0,2018-08-10
0010G00002J9b3KQAR,2.0,2018-08-26
0010G00002CE5PaQAL,5.0,2018-08-30
0010G00002CE53uQAD,2.0,2018-08-16
0010G00002CE5v5QAD,0.0,2018-08-07
0010G00002JCMpZQAX,6.0,2018-08-23
0010G00002CEB66QAH,0.0,2018-08-28
0010G00002CDx1iQAD,1.0,2018-08-31
0010G00002JcyW8QAJ,1.0,2018-08-31
0010G00002J92aXQAR,1.0,2018-08-06
0010G00002CE2ObQAL,0.0,2018-08-29
0010G00002J9nvTQAR,6.0,2018-08-30
0010G00002I7PwEQAV,2.0,2018-08-13
0010G00002CDZfmQAH,24.0,2018-08-02
0010G00002Ge7xkQAB,1.0,2018-08-30
0010G00002CE1mXQAT,0.0,2018-08-15
0010G00002JAhzPQAT,1.0,2018-08-14
0010G00002CEBZEQA5,4.0,2018-08-06
0010G00002CDpfzQAD,1.0,2018-08-06
0010G00002CE9KJQA1,12.0,2018-08-21
0010G00002JCAs8QAH,1.0,2018-08-15
0010G00002CEFbQQAX,0.0,2018-08-30
0010G00002CDzCQQA1,34.0,2018-08-16
0010G00002CDZR6QAP,0.0,2018-08-03
0010G00002CE2pLQAT,6.0,2018-08-31
0010G00002CDZTOQA5,111.0,2018-08-28
0010G00002I7Qe3QAF,0.0,2018-08-13
0010G00002I7QggQAF,1.0,2018-08-02
0010G00002HnNeKQAV,5.0,2018-08-23
0010G00002I7qAKQAZ,2.0,2018-08-01
0010G00002CDgI9QAL,1.0,2018-08-14
0010G00002J9Jn3QAF,1.0,2018-08-10
0010G00002I7qJrQAJ,1.0,2018-08-01
0010G00002JCQdqQAH,4.0,2018-08-22
0010G00002CDkP6QAL,1.0,2018-08-17
0010G00002JCw2dQAD,9.0,2018-08-24
0010G00002CE8q6QAD,0.0,2018-08-02
0010G00002JCbHHQA1,4.0,2018-08-21
0010G00002CE3XTQA1,2.0,2018-08-02
0010G00002JBwENQA1,4.0,2018-08-14
0010G00002GsMl1QAF,0.0,2018-08-31
0010G00002I7q8tQAB,2.0,2018-08-03
0010G00002JC7gMQAT,1.0,2018-08-13
0010G00002FUDXKQA5,5.0,2018-08-22
0010G00002CDiSJQA1,1.0,2018-08-08
0010G00002CDbuvQAD,30.0,2018-08-28
0010G00002I7wuNQAR,1.0,2018-08-06
0010G00002I7QeRQAV,1.0,2018-08-22
0010G00002CDZW1QAP,854.0,2018-08-24
0010G00002CDqMKQA1,0.0,2018-08-07
0010G00002I7qElQAJ,4.0,2018-08-13
0010G00002EiqRgQAJ,1520.0,2018-08-13
0010G00002Jca6vQAB,2.0,2018-08-28
0010G00002JBjboQAD,1.0,2018-08-31
0010G00002CE9tVQAT,0.0,2018-08-06
0010G00002JAggPQAT,6.0,2018-08-06
0010G00002CEC3GQAX,4.0,2018-08-29
0010G00002J93CgQAJ,2.0,2018-08-22
0010G00002CE0E3QAL,24.0,2018-08-02
0010G00002HnOZsQAN,1023.0,2018-08-30
0010G00002CDxumQAD,8.0,2018-08-29
0010G00002CDerjQAD,0.0,2018-08-19
0010G00002JBuQ8QAL,1.0,2018-08-10
0010G00002HnP2VQAV,6.0,2018-08-09
0010G00002CE5mhQAD,1.0,2018-08-28
0010G00002HypBDQAZ,75.0,2018-08-08
0010G00002J9RyaQAF,2.0,2018-08-06
0010G00002GsR3JQAV,0.0,2018-08-08
0010G00002CE0BnQAL,2.0,2018-08-21
0010G00002CDbEwQAL,0.0,2018-08-09
0010G00002GCiYeQAL,6.0,2018-08-24
0010G00002CDoKIQA1,0.0,2018-08-07
0010G00002J9J9pQAF,13.0,2018-08-20
0010G00002J9ibFQAR,2.0,2018-08-14
0010G00002CEFVsQAP,140.0,2018-08-15
0010G00002JCbGxQAL,1.0,2018-08-23
0010G00002J9jNSQAZ,2.0,2018-08-10
0010G00002JC1ufQAD,1.0,2018-08-13
0010G00002CDZiFQAX,95.0,2018-08-07
0010G00002JAIcTQAX,1.0,2018-08-02
0010G00002J9CzQQAV,2.0,2018-08-22
0010G00002I83HCQAZ,1.0,2018-08-13
0010G00002CE7PiQAL,0.0,2018-08-31
0010G00002CDyDOQA1,0.0,2018-08-01
0010G00002I4XgnQAF,1.0,2018-08-13
0010G00002JCQjVQAX,1.0,2018-08-17
0010G00002I7q7sQAB,1.0,2018-08-01
0010G00002JcYgoQAF,2.0,2018-08-28
0010G00002JBktRQAT,1.0,2018-08-14
0010G00002CEEIeQAP,0.0,2018-08-27
0010G00002J9KyVQAV,4.0,2018-08-03
0010G00002CDZHbQAP,0.0,2018-08-13
0010G00002I7qG0QAJ,2.0,2018-08-01
0010G00002CEJgZQAX,5.0,2018-08-30
0010G00002JArhPQAT,1.0,2018-08-10
0010G00002JCscEQAT,2.0,2018-08-23
0010G00002JAwUWQA1,1.0,2018-08-06
0010G00002CE53fQAD,1.0,2018-08-30
0010G00002FyGyJQAV,0.0,2018-08-13
0010G00002I7qFQQAZ,1.0,2018-08-09
0010G00002J9ZgeQAF,1.0,2018-08-21
0010G00002JCly6QAD,6.0,2018-08-22
0010G00002JArPIQA1,6.0,2018-08-30
0010G00002CE1WgQAL,6.0,2018-08-30
0010G00002I7PdYQAV,0.0,2018-08-13
0010G00002HnMQyQAN,2.0,2018-08-27
0010G00002HnNHlQAN,12.0,2018-08-20
0010G00002CDyqTQAT,0.0,2018-08-28
0010G00002CDguCQAT,56.0,2018-08-09
0010G00002I7qE8QAJ,2.0,2018-08-02
0010G00002Ge83WQAR,3.0,2018-08-07
0010G00002CDZioQAH,3.0,2018-08-14
0010G00002CECibQAH,0.0,2018-08-29
0010G00002I7Qc6QAF,0.0,2018-08-23
0010G00002J9kOzQAJ,0.0,2018-08-31
0010G00002CDZu5QAH,15.0,2018-08-28
0010G00002CEFX6QAP,0.0,2018-08-01
0010G00002CDhGqQAL,2.0,2018-08-28
0010G00002CE4XuQAL,12.0,2018-08-27
0010G00002J9kujQAB,2.0,2018-08-15
0010G00002J9Q08QAF,10.0,2018-08-10
0010G00002JBjh3QAD,2.0,2018-08-13
0010G00002CDZWeQAP,243.0,2018-08-24
0010G00002CDpxtQAD,1.0,2018-08-31
0010G00002GCinIQAT,1.0,2018-08-31
0010G00002I7Q1iQAF,3.0,2018-08-07
0010G00002J9UPmQAN,0.0,2018-08-30
0010G00002CDZW6QAP,7470.0,2018-08-29
0010G00002I80a8QAB,36.0,2018-08-31
0010G00002JcjcAQAR,6.0,2018-08-31
0010G00002I7qHRQAZ,2.0,2018-08-24
0010G00002JC5RyQAL,1.0,2018-08-13
0010G00002JAXX8QAP,5440.0,2018-08-15
0010G00002CDaZbQAL,2.0,2018-08-02
0010G00002CDacAQAT,5.0,2018-08-22
0010G00002CDexAQAT,0.0,2018-08-06
0010G00002CEGP2QAP,18.0,2018-08-23
0010G00002JAx61QAD,12.0,2018-08-22
0010G00002I7QjuQAF,3.0,2018-08-01
0010G00002CDZBRQA5,828.0,2018-08-28
0010G00002JBmnZQAT,2.0,2018-08-09
0010G00002CDvSNQA1,2.0,2018-08-30
0010G00002CEETHQA5,5.0,2018-08-02
0010G00002FzznZQAR,1.0,2018-08-30
0010G00002CE7anQAD,7.0,2018-08-01
0010G00002CDiHAQA1,24.0,2018-08-21
0010G00002CDwfjQAD,0.0,2018-08-02
0010G00002CECNcQAP,0.0,2018-08-08
0010G00002I7QIaQAN,1.0,2018-08-29
0010G00002CEE9YQAX,72.0,2018-08-07
0010G00002I7QE6QAN,2.0,2018-08-01
0010G00002FyGHiQAN,4.0,2018-08-09
0010G00002CDy2nQAD,48.0,2018-08-20
0010G00002JAEUXQA5,1.0,2018-08-03
0010G00002JAuS0QAL,1.0,2018-08-24
0010G00002CDhTDQA1,6.0,2018-08-14
0010G00002I7qA7QAJ,0.0,2018-08-01
0010G00002JckC3QAJ,8.0,2018-08-30
0010G00002J9K7FQAV,2.0,2018-08-01
0010G00002GCjBMQA1,2.0,2018-08-27
0010G00002GrHteQAF,0.0,2018-08-20
0010G00002CEALZQA5,2.0,2018-08-13
0010G00002GhuGTQAZ,7.0,2018-08-08
0010G00002J91mYQAR,6.0,2018-08-29
0010G00002I7Q1aQAF,4.0,2018-08-09
0010G00002CDZtvQAH,24.0,2018-08-14
0010G00002CDd0yQAD,234.0,2018-08-23
0010G00002CDhrlQAD,5.0,2018-08-17
0010G00002CEDp4QAH,1.0,2018-08-10
0010G00002CE0j3QAD,0.0,2018-08-06
0010G00002CEB2WQAX,0.0,2018-08-09
0010G00002CDepOQAT,0.0,2018-08-28
0010G00002CDc4aQAD,6.0,2018-08-09
0010G00002Ge7w8QAB,0.0,2018-08-08
0010G00002CDn1lQAD,16.0,2018-08-30
0010G00002JCdcwQAD,2.0,2018-08-21
0010G00002I7PWhQAN,2.0,2018-08-01
0010G00002CEG2dQAH,66.0,2018-08-23
0010G00002CE1ugQAD,594.0,2018-08-30
0010G00002CDggrQAD,0.0,2018-08-27
0010G00002I7PUsQAN,3.0,2018-08-08
0010G00002CE0eTQAT,18.0,2018-08-27
0010G00002J97VCQAZ,4.0,2018-08-15
0010G00002JCYawQAH,1.0,2018-08-20
0010G00002I821gQAB,12.0,2018-08-16
0010G00002CE1xOQAT,11.0,2018-08-10
0010G00002JBpZQQA1,1.0,2018-08-14
0010G00002J9vsHQAR,2.0,2018-08-08
0010G00002CE44CQAT,0.0,2018-08-10
0010G00002JcsUtQAJ,6.0,2018-08-30
0010G00002CDfSjQAL,60.0,2018-08-09
0010G00002J9nj9QAB,1.0,2018-08-01
0010G00002JBmKRQA1,1.0,2018-08-10
0010G00002JcjBUQAZ,2.0,2018-08-29
0010G00002JAOseQAH,1.0,2018-08-29
0010G00002JcxAwQAJ,1.0,2018-08-31
0010G00002J9DJZQA3,0.0,2018-08-21
0010G00002CEJdvQAH,16.0,2018-08-06
0010G00002JAcHnQAL,4.0,2018-08-07
0010G00002JCAdIQAX,2.0,2018-08-14
0010G00002CE2PEQA1,24.0,2018-08-30
0010G00002CDd2rQAD,1.0,2018-08-07
0010G00002I7q9yQAB,16.0,2018-08-01
0010G00002CEBa7QAH,0.0,2018-08-09
0010G00002J9mZwQAJ,1.0,2018-08-08
0010G00002JcjFWQAZ,3.0,2018-08-30
0010G00002J9BMGQA3,1.0,2018-08-13
0010G00002CDyqMQAT,0.0,2018-08-28
0010G00002J9UPmQAN,2.0,2018-08-03
0010G00002CDiSVQA1,9.0,2018-08-26
0010G00002CDZhCQAX,65.0,2018-08-20
0010G00002CEClPQAX,2.0,2018-08-01
0010G00002JcyCZQAZ,1.0,2018-08-31
0010G00002JCr9xQAD,1.0,2018-08-30
0010G00002Jcm8IQAR,1.0,2018-08-30
0010G00002I7QmZQAV,21.0,2018-08-28
0010G00002JcZfXQAV,1.0,2018-08-28
0010G00002I7zuHQAR,3.0,2018-08-30
0010G00002I7qCZQAZ,9.0,2018-08-02
0010G00002CE4znQAD,0.0,2018-08-09
0010G00002JCVtSQAX,1.0,2018-08-24
0010G00002JCGBQQA5,1.0,2018-08-21
0010G00002CDhjPQAT,0.0,2018-08-30
0010G00002JBuqgQAD,51.0,2018-08-10
0010G00002I7q9oQAB,1.0,2018-08-02
0010G00002CE3zCQAT,0.0,2018-08-08
0010G00002GCjRbQAL,1.0,2018-08-28
0010G00002CDc3wQAD,2.0,2018-08-22
0010G00002JCesbQAD,1.0,2018-08-26
0010G00002J9Sy4QAF,1.0,2018-08-10
0010G00002CE7glQAD,0.0,2018-08-13
0010G00002CE2znQAD,1.0,2018-08-07
0010G00002JBsXbQAL,1.0,2018-08-09
0010G00002JcrSJQAZ,1.0,2018-08-30
0010G00002Jco2bQAB,1.0,2018-08-29
0010G00002JC4qBQAT,1.0,2018-08-22
0010G00002CDbMBQA1,3.0,2018-08-01
0010G00002J9GOGQA3,7.0,2018-08-10
0010G00002HzFE4QAN,0.0,2018-08-01
0010G00002CDsdpQAD,0.0,2018-08-23
0010G00002JcvZgQAJ,1.0,2018-08-31
0010G00002JBmhHQAT,1.0,2018-08-08
0010G00002CE5FLQA1,1.0,2018-08-30
0010G00002I7QQPQA3,2.0,2018-08-01
0010G00002GCiYuQAL,13.0,2018-08-10
0010G00002GD79KQAT,30.0,2018-08-21
0010G00002CE7O9QAL,8.0,2018-08-15
0010G00002CE8cKQAT,0.0,2018-08-07
0010G00002CDv1lQAD,0.0,2018-08-30
0010G00002JCsxqQAD,1.0,2018-08-23
0010G00002JCH4aQAH,6.0,2018-08-15
0010G00002FUFIvQAP,3.0,2018-08-08
0010G00002CEEcyQAH,0.0,2018-08-06
0010G00002CDll3QAD,3.0,2018-08-08
0010G00002CE9ZhQAL,1900.0,2018-08-27
0010G00002Jcd0SQAR,1.0,2018-08-31
0010G00002CE1HvQAL,3.0,2018-08-13
0010G00002GCj1cQAD,0.0,2018-08-22
0010G00002JBuheQAD,8.0,2018-08-10
0010G00002CDnXLQA1,8.0,2018-08-28
0010G00002JAGdmQAH,6.0,2018-08-03
0010G00002CDutaQAD,22.0,2018-08-29
0010G00002J91OWQAZ,4.0,2018-08-31
0010G00002JC9ZoQAL,4.0,2018-08-16
0010G00002J97onQAB,17.0,2018-08-28
0010G00002CDt9uQAD,18.0,2018-08-20
0010G00002CEI5RQAX,8.0,2018-08-01
0010G00002CDdDLQA1,0.0,2018-08-01
0010G00002CED01QAH,12.0,2018-08-07
0010G00002I7qG7QAJ,1.0,2018-08-02
0010G00002CE2pDQAT,6.0,2018-08-16
0010G00002JcbsTQAR,1.0,2018-08-28
0010G00002CDd0vQAD,0.0,2018-08-08
0010G00002FzzkjQAB,0.0,2018-08-22
0010G00002I7wVmQAJ,1.0,2018-08-08
0010G00002I7QVMQA3,2.0,2018-08-07
0010G00002CDZUcQAP,121.0,2018-08-29
0010G00002HnPQSQA3,0.0,2018-08-16
0010G00002JBm0qQAD,2.0,2018-08-08
0010G00002I7PfOQAV,2.0,2018-08-30
0010G00002I7q51QAB,2.0,2018-08-03
0010G00002CDlrgQAD,12.0,2018-08-29
0010G00002CDn5kQAD,15.0,2018-08-15
0010G00002CDr7CQAT,3.0,2018-08-02
0010G00002CDoncQAD,0.0,2018-08-29
0010G00002JcwiTQAR,1.0,2018-08-31
0010G00002HqLSXQA3,0.0,2018-08-21
0010G00002J9dXwQAJ,1.0,2018-08-01
0010G00002J9MGmQAN,2.0,2018-08-05
0010G00002I7QnkQAF,10.0,2018-08-01
0010G00002EupXJQAZ,10.0,2018-08-10
0010G00002CE7YcQAL,42.0,2018-08-24
0010G00002CE8wgQAD,0.0,2018-08-10
0010G00002JCyRcQAL,1.0,2018-08-27
0010G00002JC4fIQAT,1.0,2018-08-14
0010G00002CDt2VQAT,2.0,2018-08-17
0010G00002JAv6AQAT,1.0,2018-08-08
0010G00002JCNDRQA5,6.0,2018-08-17
0010G00002J9i8NQAR,2.0,2018-08-06
0010G00002CEGSFQA5,3.0,2018-08-09
0010G00002JCGTtQAP,1.0,2018-08-20
0010G00002I7PheQAF,2.0,2018-08-02
0010G00002CECmyQAH,0.0,2018-08-27
0010G00002I7PXRQA3,2.0,2018-08-02
0010G00002FzTg7QAF,0.0,2018-08-27
0010G00002CDdY4QAL,6.0,2018-08-06
0010G00002JCwhnQAD,6.0,2018-08-24
0010G00002J9DPIQA3,1.0,2018-08-30
0010G00002J9ZYUQA3,4.0,2018-08-10
0010G00002JCGLpQAP,2.0,2018-08-28
0010G00002FyGkqQAF,2.0,2018-08-14
0010G00002CE2FKQA1,0.0,2018-08-03
0010G00002CDdY5QAL,20.0,2018-08-01
0010G00002CDxjRQAT,98.0,2018-08-01
0010G00002CEEhpQAH,36.0,2018-08-09
0010G00002I7q4kQAB,1.0,2018-08-01
0010G00002JC82mQAD,1.0,2018-08-17
0010G00002CEFbuQAH,0.0,2018-08-13
0010G00002JAl6RQAT,1.0,2018-08-21
0010G00002I7q7eQAB,2.0,2018-08-03
0010G00002CDsdfQAD,6.0,2018-08-13
0010G00002I7QkMQAV,3.0,2018-08-09
0010G00002JBvrdQAD,18.0,2018-08-22
0010G00002CEDK9QAP,6.0,2018-08-01
0010G00002JBk3pQAD,6.0,2018-08-10
0010G00002J9IQAQA3,1.0,2018-08-30
0010G00002J9ewKQAR,6.0,2018-08-27
